"MEDIA TREND REPORT","","","Geography : Worldwide","","","","","","MyMetrix"
"","","","Location : All Locations","","","","","","MediaMetrix 2.0"
"","","","Time Period : June 2008 - August 2009","","","","","","(c)2009 comScore, Inc"
"","","","Target : Total Audience",
"","","","Media : 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",
"","","","Measures : Total Unique Visitors (000)",
"","","","Date : 9/29/2009",

"Items 1 to 1000","",""," Jun-2008"," Jul-2008"," Aug-2008"," Sep-2008"," Oct-2008"," Nov-2008"," Dec-2008"," Jan-2009"," Feb-2009"," Mar-2009"," Apr-2009"," May-2009"," Jun-2009"," Jul-2009"," Aug-2009",
"525","[P]","Art.com Sites","13,511","12,902","12,230","11,370","11,212","11,245","11,368","12,160","12,014","11,656","11,651","12,207","8,806","7,976","8,482",
"526","[P]","Hollywood.com Network","9,972","9,598","7,784","7,233","8,601","8,721","7,798","9,163","7,614","6,833","9,589","9,723","9,291","10,647","8,457",
"527","[P]","MOZOOK.COM","4,361","5,502","4,906","4,361","4,716","6,329","6,381","2,373","9,865","9,991","9,961","8,189","7,751","8,408","8,453",
"528","[P]","JSOFTJ.COM","1,844","2,011","1,945","1,867","2,220","1,960","2,081","2,519","8,014","7,691","7,122","6,685","7,658","8,396","8,427",
"529","[P]","SUITE101.COM","4,795","4,875","4,668","5,313","6,564","6,911","7,569","7,026","7,467","8,577","9,004","9,482","7,706","8,438","8,420",
"530","[P]","IncrediMail Ltd","11,848","11,700","8,212","8,703","9,252","9,097","10,419","10,065","10,864","10,019","9,306","9,166","8,255","7,800","8,328",
"531","[P]","CTVglobemedia","8,643","8,766","9,536","9,451","8,903","9,322","8,866","9,313","9,042","9,889","9,293","8,660","8,304","8,929","8,311",
"532","[P]","Miarroba Networks","8,522","5,617","5,333","5,641","5,904","6,438","6,872","6,087","5,953","6,600","6,837","7,496","7,094","7,934","8,307",
"533","[P]","UUSEE.COM","4,666","8,216","13,470","12,816","12,324","10,373","9,829","9,015","10,794","7,965","7,257","7,835","6,973","7,573","8,290",
"534","[P]","Carrefour Group","6,148","5,319","5,005","5,691","6,521","5,941","7,341","6,200","6,185","6,973","7,515","6,650","6,644","7,884","8,289",
"535","[P]","5D6D.COM","2,804","4,726","5,888","5,780","6,190","6,228","5,950","4,283","4,584","5,145","5,155","5,489","5,816","6,944","8,255",
"536","[P]","BADONGO.COM","7,492","7,316","7,407","6,804","6,099","6,669","6,990","7,653","7,934","9,097","9,073","8,748","8,083","8,553","8,252",
"537","[P]","WEATHER.COM.CN","N/A","N/A","N/A","N/A","N/A","1,800","3,289","4,066","4,518","6,577","7,589","6,623","10,530","7,616","8,246",
"538","[P]","51MOLE.COM","N/A","N/A","N/A","1,615","1,575","2,165","2,895","4,622","4,701","4,473","5,301","4,707","3,920","6,789","8,220",
"539","[P]","Staples.com Sites","6,771","8,280","9,377","8,216","7,274","7,697","8,697","8,839","7,173","7,154","6,945","6,950","6,111","7,390","8,213",
"540","[P]","Tiscali Sites","10,681","9,631","8,611","9,369","9,227","8,569","8,608","9,346","8,844","9,261","8,740","8,389","8,059","8,161","8,213",
"541","[P]","The Weather Network Meteomedia","8,292","8,155","7,663","6,995","6,240","6,425","8,750","8,259","7,472","7,844","7,754","8,060","8,073","9,111","8,210",
"542","[P]","Hyundai Motors Inc.","4,838","4,160","5,916","5,390","8,034","9,761","4,651","4,671","6,254","6,722","6,427","6,161","6,978","6,884","8,200",
"543","[P]","URBANDICTIONARY.COM","5,157","5,413","5,000","5,238","5,941","5,431","6,100","6,323","6,515","7,472","7,980","7,454","7,066","8,056","8,199",
"544","[P]","Network 18","4,156","4,612","8,023","9,444","9,742","8,536","7,652","7,050","6,692","6,955","7,053","7,077","7,225","7,744","8,192",
"545","[P]","Oberon Media, Inc","8,159","8,471","8,102","8,083","7,927","8,565","10,929","10,449","10,181","10,327","9,266","8,574","8,224","8,710","8,177",
"546","[P]","HUANQIU.COM","N/A","N/A","3,048","2,590","3,301","5,018","4,896","4,039","5,018","4,906","5,132","3,655","4,999","5,280","8,156",
"547","[P]","PLAYFISH.COM","837","631","966","2,642","3,850","4,240","2,406","3,550","4,901","4,650","5,572","8,724","6,244","7,008","8,138",
"548","[P]","Healthline Networks","N/A","5,067","6,767","5,928","6,260","6,375","7,089","8,283","7,901","7,523","7,513","7,785","7,217","7,607","8,107",
"549","[P]","TOPIX.COM","7,291","7,990","8,486","7,635","8,329","9,112","8,173","8,524","8,675","8,759","9,134","8,986","8,271","8,749","8,101",
"550","[P]","eNet","7,603","13,285","14,555","13,170","12,621","9,559","9,135","8,365","8,553","7,708","5,957","6,088","6,736","7,451","8,083",
"551","[P]","FILEHIPPO.COM","4,389","4,402","4,877","5,466","5,492","6,105","6,768","7,610","7,649","8,522","7,644","7,957","6,982","7,747","8,081",
"552","[P]","Vuze Sites","3,345","3,346","3,879","3,786","4,545","5,266","5,682","6,526","6,304","8,296","8,018","8,576","8,604","8,220","8,071",
"553","[P]","LVMH Sites","7,756","7,182","7,254","7,547","8,264","9,508","11,191","8,757","8,289","9,273","8,182","7,987","7,998","8,113","8,070",
"554","[P]","MOBILE9.COM","6,800","6,590","6,478","6,752","6,624","6,678","7,440","7,643","7,625","8,813","8,041","8,300","7,422","7,954","8,056",
"555","[P]","Ctrip.com International","2,452","5,344","4,613","5,541","4,846","4,244","5,775","6,086","5,697","5,680","5,739","4,908","6,486","7,049","8,054",
"556","[P]","ELYRICS.NET","5,001","4,515","4,736","5,009","5,234","5,430","5,784","6,216","7,226","7,214","7,518","8,385","8,042","9,812","8,052",
"557","[P]","Zazzle","3,329","3,395","4,040","3,646","4,651","4,183","5,303","4,668","5,389","6,809","6,945","6,330","5,550","7,016","7,977",
"558","[P]","MAPION.CO.JP","5,867","6,560","6,090","5,602","6,125","6,438","6,095","6,588","6,258","6,709","7,033","6,391","6,770","7,447","7,950",
"559","[P]","ForumCommunity","6,984","6,181","6,023","7,576","7,180","6,393","6,307","9,078","8,705","9,700","9,207","9,064","8,684","8,516","7,949",
"560","[P]","National Geographic Sites","5,544","5,209","4,902","6,153","6,182","5,879","5,484","6,179","6,939","7,039","6,819","7,762","5,397","5,531","7,943",
"561","[P]","GameStop","5,588","6,393","5,525","5,968","7,323","8,743","11,685","7,569","6,323","6,488","6,776","6,812","7,560","8,307","7,942",
"562","[P]","Connexus","66,598","58,099","44,347","41,734","40,035","34,011","29,529","26,952","19,166","17,231","12,865","11,327","8,736","8,291","7,940",
"563","[P]","LOWES.COM","9,421","8,386","8,153","7,533","7,305","7,726","8,433","7,556","6,657","8,591","9,708","10,262","8,430","8,786","7,932",
"564","[P]","IMVU","5,506","5,785","5,527","5,454","5,864","6,284","6,178","6,187","6,326","6,002","6,471","6,488","6,202","6,606","7,931",
"565","[P]","JEERAN.COM","3,094","3,042","3,086","3,108","2,975","3,101","3,159","3,224","8,460","9,665","8,686","8,035","7,615","8,008","7,917",
"566","[P]","51JOB.COM","4,578","7,459","6,559","6,279","6,023","6,226","5,897","5,447","9,851","7,408","6,000","5,353","6,518","8,063","7,908",
"567","[P]","WARESEEKER.COM","556","865","1,085","1,026","1,071","1,343","4,047","8,350","7,844","8,187","9,697","8,134","6,727","7,518","7,882",
"568","[P]","IBM","5,759","6,294","6,923","7,616","6,711","6,659","7,558","5,842","6,146","7,917","6,090","6,837","7,437","7,516","7,875",
"569","[P]","YOKA.COM","3,016","9,106","8,289","5,991","5,846","5,463","5,370","4,557","5,278","5,999","5,369","5,475","6,110","11,338","7,867",
"570","[P]","Lloyds Banking Group plc","3,863","3,863","3,877","4,245","3,632","3,537","3,685","3,813","7,759","7,348","7,426","7,006","6,811","7,230","7,860",
"571","[P]","TD Bank Financial Group","7,453","7,734","7,246","7,451","7,944","7,692","8,118","8,382","7,908","8,318","8,084","8,057","7,671","7,848","7,852",
"572","[P]","Limitedbrands","11,490","10,291","9,649","9,151","9,975","10,989","13,991","11,089","9,711","9,886","9,378","10,617","9,520","7,925","7,838",
"573","[P]","YE-SOFT.NET","N/A","N/A","4,318","4,378","4,243","3,974","5,189","6,401","7,131","8,354","9,591","9,912","9,392","9,095","7,836",
"574","[P]","BRG8.COM","2,083","2,230","1,528","1,751","2,250","1,851","2,183","2,604","7,870","8,518","8,109","7,059","6,015","7,629","7,824",
"575","[P]","NERO.COM","3,797","3,916","4,409","4,306","5,105","4,866","5,464","6,282","5,891","6,582","6,434","6,021","6,086","6,618","7,810",
"576","[P]","Forbes Property","8,253","9,132","9,763","9,204","10,268","9,875","11,763","10,001","8,219","9,250","8,295","9,354","9,123","8,367","7,798",
"577","[P]","Nissan","7,102","6,281","6,437","5,881","6,182","5,914","6,326","6,544","5,794","6,033","6,084","6,013","6,481","7,677","7,774",
"578","[P]","Avon Products Inc.","7,235","7,908","9,144","8,442","9,958","8,876","8,372","7,321","7,463","8,396","7,916","8,307","7,926","7,643","7,736",
"579","[P]","Home Retail Group","7,326","7,764","7,377","6,655","8,150","9,593","11,637","9,054","7,405","7,240","7,580","7,432","6,841","7,886","7,702",
"580","[P]","CCLEANER.COM","2,580","3,153","3,445","3,770","4,337","4,343","4,676","5,326","5,543","6,751","6,373","7,047","6,296","6,979","7,701",
"581","[P]","Kohls Corporation","7,130","7,117","12,295","9,621","8,542","11,723","13,912","7,657","6,347","7,573","8,388","7,873","6,516","6,748","7,666",
"582","[P]","Berkshire Hathaway Inc.","6,866","7,437","6,861","6,977","7,495","7,436","7,713","7,190","8,185","7,768","7,699","8,045","7,671","7,669","7,623",
"583","[P]","MONOGRAFIAS.COM","8,015","5,344","6,755","8,120","8,353","7,665","4,927","4,892","7,333","9,547","8,571","9,433","8,309","5,803","7,619",
"584","[P]","KBS (Korean Broadcasting System)","2,472","2,417","4,406","2,955","3,323","3,157","4,067","7,134","6,595","8,529","6,194","6,870","6,048","6,213","7,610",
"585","[P]","PartyGaming","10,700","11,968","7,907","9,081","7,019","6,960","7,197","8,674","9,078","7,155","5,831","6,290","5,974","7,733","7,609",
"586","[P]","Seiko Epson Corp","5,735","4,824","5,350","5,746","6,085","6,559","8,976","7,169","7,286","8,412","7,944","7,214","6,644","7,217","7,600",
"587","[P]","DeNA Co., Ltd.","N/A","N/A","N/A","N/A","5,894","6,488","6,310","6,650","6,148","6,369","6,075","5,953","5,976","7,374","7,585",
"588","[P]","GameDuell","3,567","2,884","2,368","3,170","4,274","4,396","4,272","5,199","4,492","5,894","4,616","4,606","5,207","7,166","7,541",
"589","[P]","ED.GOV","5,891","6,135","6,468","5,433","5,387","4,971","4,912","7,426","8,335","9,083","7,834","7,587","6,481","7,439","7,534",
"590","[P]","Sparkassen-Finanzgruppe","5,604","5,684","5,708","5,716","6,358","5,942","6,641","6,655","6,751","7,443","7,506","6,454","5,885","6,454","7,522",
"591","[P]","Trinity Mirror Group","6,325","5,955","6,090","5,822","5,751","5,506","5,820","6,636","6,640","6,891","7,039","7,237","7,061","8,733","7,513",
"592","[P]","LIVEINTERNET.RU","4,426","5,842","6,578","6,674","5,498","6,396","6,521","6,355","5,912","7,011","6,568","6,646","6,438","6,293","7,502",
"593","[P]","Dong-A Ilbo","2,440","2,764","2,955","3,480","3,436","2,770","2,470","6,454","7,519","6,984","6,782","6,929","7,468","6,576","7,494",
"594","[P]","InterContinental Hotels Group","7,772","8,391","7,569","6,798","6,593","5,138","4,742","6,362","6,782","7,278","7,032","7,130","7,319","8,026","7,424",
"595","[P]","HUFFINGTONPOST.COM","2,883","3,476","3,845","5,259","5,954","5,116","4,894","7,064","7,329","5,790","6,944","7,317","6,869","7,124","7,418",
"596","[P]","EDMUNDS.COM*","7,905","7,333","7,221","7,284","6,431","6,250","6,584","6,895","7,075","7,212","7,109","7,249","6,455","7,428","7,366",
"597","[P]","Ancestry.com, Inc.","7,179","7,196","7,091","8,077","7,622","7,767","7,920","9,080","8,778","9,201","8,760","8,237","6,784","6,842","7,349",
"598","[P]","Maeil Business Newspaper","2,225","2,422","1,371","1,705","2,118","1,836","1,638","4,947","5,240","6,294","6,323","7,026","7,788","6,533","7,341",
"599","[P]","CMBCHINA.COM","4,423","4,899","5,992","6,045","5,442","5,497","5,903","5,508","5,743","5,212","5,245","4,754","5,685","5,523","7,340",
"600","[P]","KPN","11,901","11,723","10,894","11,087","11,517","10,680","11,524","10,505","9,066","10,056","8,838","8,392","7,881","7,430","7,337",
"601","[P]","Virgin Media","7,707","7,018","6,849","7,126","7,407","7,297","7,061","7,850","7,232","7,572","7,532","6,959","6,458","7,045","7,321",
"602","[P]","Weblogs SL Sites","N/A","N/A","N/A","N/A","N/A","5,624","6,163","6,497","6,776","7,273","7,518","8,105","7,732","7,638","7,320",
"603","[P]","China Construction Bank","3,612","4,900","5,792","6,064","5,243","5,658","6,704","5,916","6,304","6,502","5,504","4,570","5,277","7,016","7,318",
"604","[P]","SLIDESHARE.NET","2,454","2,387","3,486","3,304","3,655","3,213","2,523","2,656","4,493","5,565","5,861","6,774","6,857","6,012","7,300",
"605","[P]","GAMETOP.COM","3,886","4,766","4,221","3,912","3,673","3,985","4,559","4,895","5,478","5,890","6,244","6,369","6,464","7,063","7,284",
"606","[P]","La Poste","5,002","4,883","4,534","5,318","6,021","6,168","7,001","6,638","6,964","7,829","8,075","7,743","7,338","7,419","7,283",
"607","[P]","MSGPLUSLIVE.NET","5,493","5,928","6,287","8,002","6,186","5,528","5,251","5,199","9,190","8,410","7,189","6,627","6,394","7,932","7,281",
"608","[P]","USEN Group","N/A","N/A","N/A","7,976","7,676","7,406","8,411","9,341","8,186","8,526","7,744","7,494","8,359","7,508","7,276",
"609","[P]","COOKS.COM","5,135","5,560","5,730","6,024","7,067","8,147","9,937","6,933","6,351","6,708","7,209","6,511","6,155","6,603","7,263",
"610","[P]","TUENTI.COM","3,183","3,435","3,712","4,474","5,178","5,725","6,277","6,128","6,062","6,307","6,539","6,962","7,258","6,658","7,236",
"611","[P]","Korea Economic Daily","2,293","3,062","1,547","1,715","1,451","1,281","1,778","5,596","7,182","7,396","6,025","6,595","8,566","6,191","7,204",
"612","[P]","WetterOnline GmbH","5,054","8,100","6,787","5,714","5,580","5,295","5,865","5,888","6,236","7,333","7,845","6,878","6,703","7,785","7,189",
"613","[P]","PBS","6,938","6,090","6,602","7,503","8,263","8,988","7,678","8,717","8,881","9,546","9,055","8,438","6,959","6,908","7,184",
"614","[P]","Deutsche Post AG Sites","9,550","9,477","8,851","8,336","9,631","7,560","8,367","7,881","7,149","7,355","7,183","6,338","6,039","6,760","7,183",
"615","[P]","Live Nation Network","6,709","5,981","4,916","5,158","4,571","5,645","6,147","6,409","7,091","8,216","8,200","7,464","7,543","8,600","7,176",
"616","[P]","France Televisions Interactive","4,634","4,657","4,575","4,930","4,976","5,838","5,790","6,710","6,951","7,483","7,947","8,245","8,690","8,137","7,164",
"617","[P]","ESNIPS.COM","7,377","6,439","6,375","6,641","6,538","5,673","6,643","7,137","7,528","8,438","7,499","7,562","6,938","7,850","7,135",
"618","[P]","MADE-IN-CHINA.COM","3,394","3,261","4,672","4,837","4,590","4,629","5,166","4,384","6,686","7,871","6,695","6,367","6,198","7,399","7,130",
"619","[P]","CSDN.NET Sites","4,458","7,660","7,639","7,482","6,888","6,563","6,445","4,886","5,548","6,401","4,617","5,264","6,813","6,775","7,124",
"620","[P]","LEGACY.COM*","7,161","7,970","7,372","7,695","7,499","6,417","7,237","8,056","7,069","7,723","7,639","7,528","6,881","6,951","7,123",
"621","[P]","Office Depot","5,883","6,081","6,848","5,983","6,062","7,138","7,243","6,927","6,025","6,300","5,542","5,330","5,576","6,641","7,111",
"622","[P]","FLASHGAMES247.COM","7,513","9,734","9,220","7,948","7,469","7,172","7,975","7,866","8,245","8,299","7,544","7,682","7,154","7,542","7,109",
"623","[P]","First Choice Holidays PLC","8,975","9,146","7,675","7,139","6,473","5,982","5,981","8,708","8,026","7,971","7,254","6,872","7,003","7,974","7,098",
"624","[P]","ROGERS","5,672","5,914","7,021","6,810","6,892","7,101","7,698","7,415","6,800","7,003","6,812","6,608","6,352","6,563","7,097",
"625","[P]","CA.GOV","6,788","6,716","6,013","6,676","7,482","6,880","7,021","7,643","7,742","7,748","7,952","7,174","6,821","6,846","7,092",
"626","[P]","Ryanair","6,142","6,263","5,842","5,496","5,499","5,371","4,735","6,421","6,327","7,041","6,952","6,501","6,515","7,576","7,087",
"627","[P]","MERCHANTCIRCLE.COM","4,114","4,532","4,826","4,981","4,346","4,367","6,309","7,586","6,963","6,960","6,932","7,492","6,502","7,490","7,082",
"628","[P]","CANALBLOG.COM*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5,924","6,730","7,700","7,881","7,323","7,001","6,976","7,031",
"629","[P]","Oversee.net Network","11,358","9,646","13,498","11,940","10,339","6,635","6,598","7,131","6,688","6,930","6,634","6,098","6,778","10,197","7,024",
"630","[P]","TORRENTS.RU","855","1,441","1,384","1,217","2,261","3,218","4,588","5,334","4,558","4,833","4,780","5,321","5,551","6,035","6,994",
"631","[P]","INTERIA.PL","9,095","11,161","10,687","10,596","9,649","9,264","8,476","7,886","7,495","7,869","7,797","6,947","6,495","6,799","6,961",
"632","[P]","Tesco Stores","7,798","7,750","6,927","6,927","7,080","7,715","8,363","7,175","6,191","6,261","6,066","5,945","5,450","5,985","6,956",
"633","[P]","SCRIBD.COM","13,829","13,956","15,541","17,595","19,044","23,524","16,655","16,912","9,167","12,044","12,467","13,027","12,640","7,261","6,943",
"634","[P]","ATWIKI.JP","4,377","4,157","4,432","4,844","4,699","4,218","4,833","4,751","4,677","5,861","5,210","5,729","5,842","6,292","6,938",
"635","[P]","GGL Media","7,536","8,252","7,908","7,157","7,078","6,852","7,862","7,603","7,220","7,783","7,791","7,916","7,188","7,873","6,914",
"636","[P]","Vector Inc.","5,764","6,053","5,941","5,911","5,716","5,767","6,377","7,016","6,423","6,801","6,647","6,600","7,069","7,626","6,912",
"637","[P]","KONGREGATE.COM","2,681","3,485","4,044","3,496","3,534","4,644","4,686","4,738","4,732","5,980","6,056","6,005","6,216","6,737","6,911",
"638","[P]","Kayak.com Network","9,515","8,660","8,709","7,811","9,707","8,820","6,580","8,737","9,993","11,127","9,371","8,838","9,157","10,306","6,900",
"639","[P]","Televisa Digital Sites","4,239","4,621","5,106","4,894","4,954","4,900","4,748","4,890","5,277","5,645","6,303","6,975","6,637","6,883","6,899",
"640","[P]","TQ Digital Entertainment","3,809","5,035","3,879","5,300","5,050","8,063","4,764","4,682","4,778","8,722","6,596","6,927","7,262","9,213","6,894",
"641","[P]","Systemax Inc.","4,107","3,908","3,960","4,036","4,293","4,825","5,695","5,329","4,676","4,671","4,597","4,534","6,246","6,709","6,882",
"642","[P]","AL-WLID.COM","1,452","1,759","1,967","1,471","1,627","1,545","1,523","1,592","4,798","5,418","5,623","4,937","5,012","4,653","6,871",
"643","[P]","Le Monde Sites","4,560","4,361","4,272","4,830","5,360","6,157","6,017","6,344","6,568","6,876","7,230","6,880","7,859","7,092","6,866",
"644","[P]","ZHCW.COM","1,672","3,489","4,534","5,206","5,327","5,928","7,138","6,535","8,027","7,561","8,162","6,807","6,472","7,105","6,857",
"645","[P]","JEDDAHBIKERS.COM","686","1,060","1,058","1,095","1,181","1,072","1,503","1,835","5,156","6,444","5,532","5,021","5,119","6,469","6,855",
"646","[P]","MAPBAR.COM","4,816","7,394","7,918","8,092","5,558","4,970","5,009","3,754","5,109","4,531","4,731","3,997","3,748","5,118","6,848",
"647","[P]","123GREETINGS.COM","6,366","5,666","6,827","6,817","8,019","6,095","12,695","9,006","9,117","7,306","7,297","6,972","5,913","5,328","6,837",
"648","[P]","MBC (Munhwa Broadcasting Corp.)","2,745","2,486","2,870","3,009","3,452","3,024","4,228","6,249","5,799","6,150","4,921","6,480","5,230","5,380","6,834",
"649","[P]","Coupons, Inc.","7,959","7,287","8,184","6,835","7,862","8,116","6,246","6,548","6,347","7,651","8,045","14,459","8,788","7,376","6,826",
"650","[P]","SPB.RU","3,828","5,111","5,394","5,181","5,339","5,771","6,271","6,242","5,585","5,829","6,235","5,414","5,762","6,122","6,762",
"651","[P]","PLAYLIST.COM","9,466","9,001","9,461","9,268","10,174","10,991","9,136","7,562","7,639","8,612","8,683","8,539","8,790","7,496","6,756",
"652","[P]","ARABSEYES.COM","1,917","2,145","2,349","2,371","2,346","2,330","2,237","2,609","7,743","8,632","7,806","6,932","5,783","6,411","6,754",
"653","[P]","General Mills","4,435","5,718","6,396","6,478","8,476","9,669","9,326","8,610","7,046","7,277","7,193","7,844","5,765","6,040","6,744",
"654","[P]","XE.COM","4,576","4,345","4,353","4,912","5,812","5,748","6,386","6,200","6,542","7,399","6,586","6,511","6,601","6,837","6,731",
"655","[P]","Warner Music","7,753","8,050","7,785","8,129","6,913","6,985","7,051","6,257","6,055","6,474","6,754","6,766","6,493","6,809","6,720",
"656","[P]","MediaNews Group","5,573","5,297","5,938","5,652","6,182","6,372","6,224","6,116","5,525","5,422","5,967","5,490","5,514","5,986","6,703",
"657","[P]","Intuit","7,011","6,539","6,234","6,102","6,812","6,282","6,774","16,836","20,312","15,002","17,280","8,055","6,611","6,775","6,690",
"658","[P]","Grupo Santander","5,726","5,659","5,816","5,817","5,985","5,615","6,341","5,969","5,546","6,478","6,005","5,851","6,002","6,392","6,687",
"659","[P]","VIETBAO.VN","3,004","2,194","3,356","4,150","4,570","5,590","6,735","5,844","7,726","7,647","8,022","7,452","6,328","6,517","6,676",
"660","[P]","News World Communications, Inc.","1,792","1,212","2,147","2,103","2,627","1,834","1,634","4,401","6,318","6,472","6,996","6,120","6,402","6,260","6,663",
"661","[P]","Jobs DB Inc.","6,961","7,497","7,167","7,130","7,029","6,706","6,254","6,161","6,057","6,664","6,111","6,194","6,127","6,420","6,657",
"662","[P]","Societe Generale","6,006","6,406","5,652","6,628","8,336","7,496","7,277","6,603","6,785","7,654","7,003","6,836","6,731","7,291","6,653",
"663","[P]","NHK Group","5,239","5,699","5,141","4,840","4,148","5,230","5,189","6,034","4,552","5,792","5,401","5,464","5,550","7,019","6,646",
"664","[P]","Costco Wholesale Corporation","6,510","6,660","6,635","6,394","6,784","7,892","9,229","7,509","6,463","7,104","7,289","7,307","6,486","7,525","6,644",
"665","[P]","Groupe Amaury","6,682","3,714","4,524","4,620","4,720","5,426","5,174","5,975","5,450","6,230","5,975","6,438","6,284","6,376","6,638",
"666","[P]","Freechal INC.","5,179","4,448","5,640","5,281","6,548","5,775","4,691","6,333","7,598","6,571","6,807","6,193","6,284","6,387","6,625",
"667","[P]","E! Online","4,772","4,576","5,072","4,317","5,044","4,691","4,758","6,086","6,159","6,399","5,430","5,317","5,165","6,491","6,623",
"668","[P]","PSA Peugeot Citroën","5,390","4,586","4,493","5,739","5,588","5,264","5,670","5,696","6,445","8,244","7,847","6,170","5,691","5,845","6,601",
"669","[P]","DIRECT.GOV.UK","4,077","4,264","4,185","4,956","4,717","4,266","3,703","5,572","6,124","6,982","6,321","6,046","5,822","6,864","6,600",
"670","[P]","Marriott","6,914","6,488","6,430","5,910","5,904","5,247","5,306","6,076","6,311","6,609","6,504","5,888","6,501","7,212","6,585",
"671","[P]","UPTODOWN.COM","4,855","4,976","5,558","5,391","5,114","4,834","5,246","5,673","5,988","7,264","6,837","7,071","6,244","6,374","6,568",
"672","[P]","KBB.COM","5,289","4,680","4,688","4,531","4,523","4,672","4,676","5,772","5,335","6,047","5,904","5,931","5,754","6,503","6,565",
"673","[P]","GAMES2GIRLS.COM","5,006","7,823","6,583","5,210","4,539","4,835","5,295","5,328","6,674","6,974","6,816","6,613","6,168","6,479","6,559",
"674","[P]","CHEATCC.COM","5,505","5,258","4,686","4,045","4,525","5,368","7,259","6,982","5,948","6,251","6,192","5,857","6,634","7,379","6,557",
"675","[P]","O2.PL","5,181","6,828","6,612","6,367","5,969","5,806","5,739","5,297","4,768","4,930","4,615","4,209","4,278","5,443","6,532",
"676","[P]","News Interactive Pty Limited","8,184","8,212","8,431","7,877","8,616","8,674","7,270","7,841","8,452","7,967","7,706","6,974","6,478","6,493","6,519",
"677","[P]","KAPOOK.COM","5,674","5,658","5,524","5,368","5,330","5,187","5,631","6,030","5,678","5,913","6,169","6,173","5,964","5,732","6,510",
"678","[P]","24H.COM.VN","3,477","4,119","4,714","4,393","4,701","4,897","5,186","6,440","6,343","6,504","6,850","6,590","5,759","6,600","6,502",
"679","[P]","CITY-DATA.COM","5,721","5,683","6,315","5,995","6,425","5,402","5,522","6,450","5,918","6,394","6,639","6,462","6,476","6,854","6,494",
"680","[P]","Kraft Foods","8,483","8,013","7,245","7,413","8,070","8,383","8,993","6,286","5,932","6,744","6,934","8,391","8,037","6,778","6,493",
"681","[P]","RARLAB.COM","4,968","5,777","5,335","5,806","5,311","5,577","5,388","6,227","6,255","6,727","6,074","6,154","5,945","6,497","6,492",
"682","[P]","Gourmet Navigator Inc","6,819","7,486","7,587","7,166","7,566","8,523","8,693","8,497","8,200","7,210","7,275","7,092","7,713","7,173","6,468",
"683","[P]","KIEV.UA","3,893","5,742","6,125","6,401","5,999","6,247","6,864","6,587","6,056","6,490","5,660","5,682","5,482","5,928","6,451",
"684","[P]","GYYX.CN","6,605","8,072","9,056","7,451","10,855","14,623","16,813","15,306","16,233","16,560","2,372","590","2,188","5,676","6,445",
"685","[P]","Barclays Bank","6,905","6,182","5,644","6,414","6,166","6,064","5,610","6,021","6,712","7,000","5,903","5,694","5,730","5,735","6,444",
"686","[P]","Eastman Kodak","10,919","10,047","10,312","9,818","9,827","9,604","9,980","8,472","7,211","7,624","13,412","12,965","8,771","6,309","6,442",
"687","[P]","ArticlesBase.com Sites","1,220","1,656","1,593","2,374","2,493","2,606","2,874","4,434","4,506","4,970","4,790","4,223","4,739","6,311","6,441",
"688","[P]","China Economic Net","3,542","5,423","5,570","5,529","5,690","6,092","5,772","5,170","6,728","6,297","5,694","4,764","6,323","6,494","6,436",
"689","[P]","SUMOTORRENT.COM","4,272","5,002","5,199","4,601","5,436","4,702","5,277","5,719","5,125","6,543","6,865","6,785","6,411","7,163","6,436",
"690","[P]","WANMEI.COM","3,703","7,754","9,827","8,115","9,455","7,593","8,541","5,773","5,463","7,053","7,478","5,532","5,804","6,233","6,416",
"691","[P]","Canon Inc.","5,111","5,147","4,002","6,541","6,804","6,825","10,628","6,456","5,115","6,650","7,734","7,197","8,431","6,428","6,406",
"692","[P]","CBC-Radio Canada Sites","6,478","6,526","8,146","6,444","6,867","6,996","7,265","8,117","7,818","8,018","7,732","7,448","7,072","7,206","6,379",
"693","[P]","Hankyoreh Newspaper","1,776","1,178","1,503","1,429","1,742","1,818","1,719","5,162","5,550","5,170","5,557","5,226","6,036","5,026","6,374",
"694","[P]","Bauer Consumer Media","6,100","6,512","6,243","5,974","5,905","5,975","5,832","6,017","6,195","6,484","6,370","6,425","6,259","6,869","6,359",
"695","[P]","HomeAway","4,951","4,557","4,217","3,327","3,374","2,930","3,300","5,948","5,501","6,548","6,195","6,246","6,760","7,569","6,359",
"696","[P]","Rue du Commerce","2,465","3,891","3,713","3,558","4,653","5,156","5,378","5,185","5,330","5,448","5,330","5,134","6,012","6,544","6,355",
"697","[P]","RAYLI.COM.CN","2,745","4,519","6,381","6,484","6,678","6,404","5,924","5,392","6,376","6,448","5,924","5,090","4,035","4,868","6,354",
"698","[P]","KUKINEWS.COM","713","508","706","777","624","563","655","5,798","5,859","6,892","6,551","2,741","6,122","5,579","6,348",
"699","[P]","The HealthCentral Network","3,988","2,869","2,929","3,346","4,376","3,483","3,214","3,611","5,519","5,778","5,547","5,541","5,401","5,472","6,330",
"700","[P]","CT10000.COM","1,464","3,129","2,979","3,301","3,898","5,266","6,941","4,769","4,764","4,375","5,998","5,812","4,408","5,377","6,315",
